path,Caption,Aesthetic_Score,caption_interaction
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/qIsgdOVGA04-00:01:08.035-00:01:11.138.mp4,The video clip shows a man wearing a yellow shirt who is standing in front of a group of people. He seems to be making a funny face and gesturing with his hands. It appears to be an entertaining and lighthearted moment captured in the video.,6.3125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/whfQf3Pd5bU-00:00:22.523-00:01:34.394.mp4,The video clip shows a man sitting on a bench and wearing a yellow jacket. He is holding a pair of shoes and appears to be waiting for something or someone.,6.3125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/1GBdXNTAw60-00:01:23.100-00:01:23.600.mp4,"The video clip shows a greenhouse filled with various types of plants and flowers. The plants are arranged in pots, and some of them are being watered. The greenhouse is well-lit, and the plants seem to be thriving in the environment.",6.30078125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/j2SyxjDdENA-00:01:36.897-00:01:38.131.mp4,The video clip shows a group of young girls sitting at a table and playing with toys. They seem to be having a lot of fun and enjoying their time together.,6.296875,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/gXuReRTOFv8-00:06:30.300-00:06:31.200.mp4,"The video clip shows a screenshot of a mobile game. The game appears to be a role-playing game (RPG) with various characters and animations. There are also different types of cards in the game, which can be used to enhance the player's abilities.",6.29296875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/HYzuC1Vi8u0-00:11:09.067-00:11:23.567.mp4,The video clip shows a screenshot of a game that is being played on a computer screen. It appears to be a video game with a map that is displayed on the screen.,6.29296875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/QQbb-Hi2dN4-00:05:28.300-00:05:30.933.mp4,The video clip shows a group of people riding horses on a dirt road. It appears to be a scene from a video game.,6.29296875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/A_MjCqQoLLA-00:04:03.120-00:04:06.360.mp4,The video clip shows a man singing into a microphone while playing the drums. He is wearing a shirt and appears to be passionate about his performance.,6.2890625,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/RL42Yl4LS6c-00:14:39.812-00:14:46.152.mp4,The video clip shows a group of people swimming in a pool. They are all wearing swimsuits and appear to be having a good time.,6.2890625,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/48OEIdT62rw-00:00:11.745-00:00:14.681.mp4,The video clip shows a woman wearing a hat and kneeling in the dirt. She is planting vegetables in a field. The field is surrounded by trees and mountains in the background.,6.28125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/nCjmXHsRJNY-00:02:49.378-00:02:50.045.mp4,The video clip shows a woman wearing a white suit and a bow tie playing the violin while standing on a stage. She is accompanied by a group of musicians who are also playing their instruments. The overall atmosphere of the performance is lively and energetic.,6.28125,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/eE2-zYEldGc-00:01:16.760-00:01:22.440.mp4,The video clip shows a man wearing a hoodie sitting in front of a stack of televisions. He appears to be playing a video game on one of the screens.,6.2734375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/XFx45bXHFck-00:00:11.778-00:00:13.347.mp4,The video clip shows a young boy wearing a pink hat and a pair of headphones. He is also wearing a jacket and is standing on a sidewalk.,6.26953125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/fz-d6FYa1I8-00:00:02.500-00:00:06.933.mp4,The video clip shows a man walking down a busy street while talking on his phone. He is wearing a shirt and tie and appears to be in a hurry.,6.26953125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/TJAfLE39ZZ8-00:00:00.000-00:01:00.800.mp4,"The video clip shows a woman wearing a suit and tie, sitting in a car and talking on the phone. The car appears to be from the 1950s era.",6.26171875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/oI6aXhowFDY-00:12:27.372-00:12:28.414.mp4,The video clip shows a group of people gathered around a campfire in the dark. They appear to be part of a Boy Scout troop and are engaged in a scavenger hunt. One of the scouts is carrying a bag and appears to be looking for something.,6.2578125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/W7raJeMpyM0-00:13:53.500-00:13:58.500.mp4,The video clip shows a man wearing a white shirt and glasses who is giving a thumbs up. He is standing in front of a dark background.,6.24609375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/YBoTl0yRaYo-00:11:36.667-00:11:37.200.mp4,"The video clip shows a car racing on a dirt road. It appears to be a racing game, and the car is moving at a high speed. The video is of high quality, and the sound of the car's engine can be heard clearly.",6.23828125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/6KQgdqLlayo-00:00:05.133-00:00:07.400.mp4,"The video clip shows a man wearing a suit standing in front of a mirror. He appears to be looking at his reflection. The background of the video is dark, and there are no other people or objects visible in the scene.",6.23828125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/bFHcgBfZEq0-00:00:22.022-00:00:28.737.mp4,"The video clip shows a group of musicians performing on stage. They are playing various instruments, including the violin, guitar, and drums. The stage is dimly lit, and the musicians are dressed in black. The performance seems to be a part of a concert.",6.23046875,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/oZP2h3WIzqk-00:02:24.561-00:02:26.480.mp4,The video clip shows a group of people dancing together in a room. They appear to be having fun and enjoying each other's company. It seems to be a lively and energetic atmosphere.,6.23046875,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/Mcuaokq3rYg-00:07:37.840-00:07:40.560.mp4,"The video clip shows a train moving along a track at night. The train appears to be traveling at a high speed as it moves through a tunnel. The tunnel is illuminated with blue lights, creating a beautiful and mysterious atmosphere.",6.21875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/K_xTet06SUo-00:02:03.924-00:02:04.958.mp4,The video clip shows a group of musicians playing instruments in a room. One of the musicians is playing the drums while the others are playing the guitar. The room appears to be dimly lit.,6.20703125,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/pTAp2x5cv2M-00:00:30.964-00:00:35.702.mp4,The video clip shows a young boy wearing an apron dancing in a classroom. He is wearing a backpack and appears to be having fun while dancing.,6.19921875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/XiExWaq6CZ8-00:15:57.623-00:16:08.759.mp4,The video clip shows a person stirring a pot of stew. The stew appears to be a rich and flavorful dish.,6.19921875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/47mXvBb92G8-00:01:54.800-00:01:58.800.mp4,The video clip shows a person pouring orange juice into a bowl filled with colorful sprinkles. The person then scoops up some of the orange juice and mixes it with the sprinkles in the bowl.,6.1953125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/UStJG_E0IiE-00:01:40.801-00:01:44.805.mp4,The video clip shows a woman wearing a colorful kimono and dancing in a beautiful garden. She is dressed in a traditional Japanese costume and appears to be having a good time.,6.18359375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/0zvjoNg5mBY-00:04:52.417-00:04:53.460.mp4,The video clip shows a female singer performing on stage with a microphone in her hand. She is wearing a green shirt and appears to be singing into the microphone.,6.18359375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/n-_qaB7FOy4-00:02:14.067-00:02:16.833.mp4,The video clip shows a woman wearing glasses and standing in front of a mirror. She appears to be smiling and posing for the camera.,6.18359375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/jNqGXswNB_4-00:02:04.160-00:02:07.440.mp4,The video clip shows a woman holding a watermelon and making funny faces at the camera. She seems to be having a good time and enjoying herself.,6.1796875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/0AW_2p8ZlUs-00:03:06.486-00:03:16.763.mp4,The video clip shows a man wearing a hard hat and standing in a factory. He is talking to the camera and gesturing with his hands. It appears to be a promotional video for the factory.,6.17578125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/FWCvmgE3dDQ-00:01:28.839-00:01:31.800.mp4,The video clip shows a close-up of a person's hand holding a pink donut with sprinkles on it. There is also a bouquet of flowers in the background.,6.17578125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/RjrA-slMoZ4-00:00:59.434-00:01:00.227.mp4,The video clip shows a group of cartoon characters performing acrobatic stunts in the air. It appears to be a cartoon animation.,6.171875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/_qAJMXfL6o0-00:15:58.191-00:16:01.260.mp4,The video clip shows a man wearing a red shirt who is dancing and throwing a frisbee. He is surrounded by a group of people who are also dancing and having a good time.,6.1640625,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/48Jzo6-yTE4-00:04:53.168-00:04:55.337.mp4,"The video clip shows a man standing in a room with no shirt on. He is wearing a jacket and appears to be dancing. The room is dimly lit, and there is a window visible in the background.",6.1640625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/QD6020LaknY-00:00:46.113-00:00:47.447.mp4,The video clip shows two men wearing helmets and masks. One of them is wearing a yellow shirt and the other is wearing a red shirt. They are standing in a room and appear to be having fun.,6.16015625,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/QMGSa4AsLss-00:12:13.267-00:12:31.800.mp4,"The video clip shows a man standing on the side of the road, wearing glasses and a tie. He appears to be waiting for something or someone. There are no other people or objects visible in the video.",6.16015625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/4JSjJERFNEI-00:06:32.700-00:06:36.967.mp4,"The video clip shows a man wearing a mask and playing a drum. He is playing the drum with his hands while wearing a mask. The drum he is playing is a large one, and he seems to be enjoying himself while playing it.",6.15625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/G2aEBCksC_o-00:04:32.700-00:04:34.233.mp4,The video clip shows a man dressed in armor standing on top of a mountain with a sword in his hand. He seems to be preparing for battle.,6.15625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/lWxsxbVnZs4-00:15:07.367-00:15:07.867.mp4,"The video clip shows a game being played on a computer screen. It appears to be a game of darts, and the player is trying to hit the bullseye.",6.15234375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/JQGRg8XBnB4-00:00:57.099-00:01:01.520.mp4,The video clip shows a group of cheerleaders performing a dance routine. They are dressed in green and white outfits and can be seen dancing in unison. The cheerleaders seem to be having a lot of fun while performing their routine.,6.15234375,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/UtF6Jej8yb4-00:01:24.710-00:01:25.669.mp4,The video clip shows a woman jumping into a swimming pool while wearing sunglasses. She appears to be having fun and enjoying the moment.,6.1484375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/7SX1FvhemTw-00:14:28.826-00:14:41.464.mp4,The video clip shows a man wearing a cap and a black hoodie standing in a room. He appears to be talking to the camera and making gestures with his hands.,6.1484375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/E1DERMY0_hQ-00:04:11.167-00:04:15.100.mp4,"The video clip shows a screenshot of a game that is being played on a computer screen. The game appears to be a racing game, and the player is shown driving a car.",6.1484375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/1aQ2cWyUy64-00:00:00.000-00:00:01.200.mp4,The video clip shows a person preparing a dish of noodles and sauce in a pan on the stove. The person is using chopsticks to stir the noodles and sauce together.,6.1484375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/czgy5LJz_6Y-00:03:42.280-00:03:43.040.mp4,The video clip shows a man wearing a red shirt and a leather jacket singing into a microphone while standing on a stage. He is accompanied by a band playing instruments in the background.,6.1484375,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/iRxu9AnmR0I-00:00:06.708-00:00:28.125.mp4,The video clip shows a cartoon character standing in front of a lighthouse. The character is wearing a white shirt and has a thought bubble above his head. The lighthouse can be seen in the background.,6.14453125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/0rOjiNoWIM4-00:11:58.600-00:11:59.167.mp4,The video clip shows a virtual world where a car is driving on a road. The road is empty and there are no other vehicles or people in sight. The car is moving smoothly without any obstacles or interruptions.,6.14453125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/yaAOqITWuj0-00:02:09.396-00:02:21.274.mp4,The video clip shows a person pouring a liquid into a container filled with mushrooms. The mushrooms are placed in a clear container on a wooden table.,6.14453125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/EKkzbbLYPuI-00:01:04.125-00:01:07.250.mp4,The video clip shows a group of people dressed in formal attire performing a dance routine. They are dressed in blue and appear to be dancing in an indoor space. It seems to be a Christmas-themed performance.,6.140625,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/V1fAZ9Y_fW4-00:12:05.892-00:12:08.261.mp4,The video clip shows a man wearing a black hat and a blue shirt. He appears to be dressed in traditional Chinese clothing and is standing in a room. It seems to be a scene from a TV show.,6.140625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/675GnRFIGO8-00:00:23.720-00:00:24.320.mp4,The video clip shows a man wearing headphones and sitting in front of a computer. He appears to be playing a game or listening to music.,6.140625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/nz55CEN6vYA-00:00:33.840-00:00:36.280.mp4,"The video clip shows a group of men dressed in suits and ties walking down a city street. They appear to be in a hurry, and some of them are carrying bags. It seems like they are on their way to an important meeting or event.",6.1328125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/gL6iSCSHjco-00:10:13.713-00:10:14.781.mp4,The video clip shows a group of people riding bicycles in a gym. They appear to be enjoying themselves as they pedal away. It seems like a fun and energetic workout session.,6.12890625,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/O9ky3GWOtkI-00:05:49.133-00:05:50.567.mp4,The video clip shows a group of people dressed in armor and holding swords. It appears to be a scene from a video game.,6.12890625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/F1Hq8eVOMHs-00:00:45.667-00:00:48.967.mp4,The video clip shows a cartoon character running through a forest. The character is wearing a colorful outfit and appears to be having a good time.,6.12890625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/mtl8fzMFroY-00:08:16.997-00:08:30.777.mp4,The video clip shows a man wearing a mask working on a car in a garage. He appears to be repairing the windshield of the vehicle.,6.12890625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/Gl0PkMn7BTY-00:06:34.961-00:06:36.263.mp4,The video clip shows a group of panda bears sitting in front of a computer. They appear to be working on something together.,6.12109375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/qQO4WkG0tVQ-00:07:35.533-00:07:36.833.mp4,The video clip shows a pig in Minecraft. It appears to be a cartoon version of a pig. The pig is wearing a hat and appears to be smiling in the video.,6.1171875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/RComR-3FdZY-00:00:07.767-00:00:08.567.mp4,The video clip shows a group of people playing a game of poker in a casino. They are seated around a table with chips and cards in front of them. It appears to be a high-stakes game as the players are betting on the outcome of their hands.,6.1171875,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/2N0d2ihPiDk-00:04:30.767-00:04:32.900.mp4,The video clip shows a group of people sitting at a table and waving a red flag. They seem to be having fun and enjoying themselves.,6.1171875,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/NDETtINUZcY-00:07:43.171-00:07:44.714.mp4,The video clip shows a group of people dressed in pirate costumes standing in a line. They appear to be part of a pirate-themed party or event.,6.11328125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/fTZrLghNWGg-00:01:26.800-00:01:33.760.mp4,The video clip shows a 3D animation of a tall building with clouds in the background. The building appears to be a skyscraper.,6.11328125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/H7mYG0sKHa0-00:01:05.833-00:01:09.467.mp4,The video clip shows a Minecraft animation of a room with a bed in it. It appears to be a bedroom with a bed and some other furniture.,6.11328125,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/4Lc12mOVpsA-00:04:49.360-00:04:54.600.mp4,The video clip shows two women standing in a kitchen and preparing food. They are wearing aprons and appear to be cooking pizza.,6.109375,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/50GjhhyfN_Q-00:03:00.597-00:03:04.935.mp4,The video clip shows a man and a woman standing in a dimly lit room. The man is wearing a hat and the woman is wearing glasses. They appear to be whispering to each other.,6.10546875,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/3KDbc7Ebj1E-00:02:12.533-00:02:14.234.mp4,The video clip shows a cat sitting on a table next to a toy house. The cat appears to be relaxed and enjoying its surroundings.,6.10546875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/Fg_iBsve7cA-00:03:52.960-00:03:54.120.mp4,The video clip shows a group of soldiers marching in unison with rifles in hand. They are dressed in military uniforms and appear to be part of a military parade.,6.10546875,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/lQi4Iwu_ZsQ-00:06:17.300-00:06:19.267.mp4,The video clip shows a woman wearing a white shirt and smiling while talking to the camera. She is also wearing braces on her teeth.,6.1015625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/NEsEPdskgOQ-00:07:06.633-00:07:10.600.mp4,The video clip shows a man playing basketball on an outdoor court. He is wearing a blue shirt and appears to be enjoying the game.,6.09765625,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/TR9mnCoJSLM-00:07:04.087-00:07:15.783.mp4,"The video clip shows a large indoor swimming pool with sunlight shining through the windows. The pool appears to be empty, and there are no people visible in the video.",6.09765625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/gncDXQmdy9o-00:02:13.240-00:02:14.160.mp4,"The video clip shows a Minecraft game being played on a computer screen. It appears to be a screenshot of the game being played, and there are no other people or objects visible in the video.",6.09765625,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/RCMXepwDseY-00:05:48.248-00:05:49.449.mp4,The video clip shows a group of people picking watermelons in a field. They are all wearing orange shirts and appear to be working together to harvest the watermelons.,6.09375,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/MIbaPW09EPk-00:01:03.730-00:01:09.069.mp4,The video clip shows a woman wearing a trench coat and walking towards a fence. She is carrying a bag and appears to be lost in thought.,6.09375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/8tWCnIscPEw-00:07:03.760-00:07:05.360.mp4,"The video clip shows a group of young men playing soccer on a field. They are running around, kicking the ball, and interacting with each other. It seems like they are having a good time and enjoying the game.",6.08984375,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/b7LJkYqEP6A-00:02:42.433-00:02:45.367.mp4,"The video clip shows a room with stairs and chairs. The room appears to be empty, and there are no people or objects visible in the video.",6.0859375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/aDLYW7Dqk8w-00:05:14.133-00:05:17.333.mp4,The video clip shows a group of people sitting at a table and playing with a toy. They are laughing and having a good time. It seems like they are playing a game together.,6.0859375,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/mn5f08GSu80-00:03:16.930-00:03:17.731.mp4,The video clip shows a screenshot of a game that is being played. It appears to be a battle game as there are tanks in the screenshot.,6.0859375,No
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/DPOx-YLvmrA-00:04:34.107-00:04:35.175.mp4,The video clip shows a basketball game being played in front of a large crowd. The players are wearing jerseys and are actively playing the game.,6.08203125,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/eJ5U0tuDxKk-00:03:32.345-00:03:32.846.mp4,The video clip shows a group of people dressed in red performing a dance routine on a rooftop. They seem to be having fun and enjoying themselves. It appears to be a lively and energetic performance.,6.08203125,Yes
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/FcmoTB3JTMg-00:04:44.720-00:04:55.320.mp4,The video clip shows a young woman wearing a pink sweater and sitting in front of a mirror. She appears to be applying makeup to her face.,6.08203125,No
