path,Caption,Aesthetic_Score,caption_interaction,text
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/c4P4WDTb41E-00:01:59.160-00:03:45.000.mp4,The video clip shows a man sitting in a recording studio with a microphone in his hand. He is wearing headphones and appears to be in the middle of a recording session.,6.39453125,No,"The video is a vlog-style recording featuring a man in a home studio setting. The man is wearing a black baseball cap, a gray t-shirt, and has visible tattoos on his arms. He is seated in front of a desk with various audio equipment, including a mixing console, microphone, and headphones. On the desk, there is also a computer monitor displaying a graphical user interface with a sound wave and a frequency analyzer.  The man is holding a smartphone in his hand, which he is using to interact with the audio equipment. He appears to be demonstrating how to use the phone to control the sound settings on the mixing console. The background of the studio is dimly lit, with a red light illuminating the equipment and a blurred image of a cityscape visible through a window.  At the top of the video, there is a text overlay that reads ""DIRECTIONNEL,"" which is likely the name of the channel or the title of the video. The overall style of the video is informative, aimed at providing viewers with a tutorial on using audio equipment with a smartphone. The man's tone is conversational, and he is looking directly at the camera while speaking."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/eDf88HRj8DE-00:02:38.725-00:02:39.860.mp4,"The video clip shows a baseball player wearing a helmet and a catcher's gear. The player is standing in a batting cage, preparing to hit the ball.",6.37890625,No,"The video is a short, dynamic clip featuring a person wearing a catcher's mask and chest protector, which are predominantly red and black in color. The individual appears to be in a batting cage, as suggested by the presence of a netting and a baseball bat in the background. The person is captured in a moment of action, possibly swinging the bat, with their face obscured by the mask.  There is text overlaid on the video in Korean, which reads ""야구 캐처 매스크 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 추천 예술 �"
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/SK9u6C_CHG8-00:07:42.629-00:07:45.865.mp4,The video clip shows a group of people dressed in costumes and performing a dance in front of a large pumpkin. It appears to be a playful and lively performance.,6.359375,Yes,"The video is a vibrant and colorful depiction of a traditional Korean folk dance, the ""Namsadangbuk-su"". The dance is performed by a group of people, all dressed in traditional Korean costumes. The central figure is a woman, dressed in a black hat and a white blouse, who is seated on a large white bowl. She is surrounded by a group of men, each holding a drum and a flag, creating a lively and dynamic atmosphere. The background is a pink wall, adorned with a painting of a fish, adding to the overall aesthetic of the scene. The dance is performed with great energy and enthusiasm, capturing the essence of the traditional Korean culture."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/Rb-Rjx6WntA-00:01:40.433-00:02:33.700.mp4,The video clip shows a man sitting at a table and playing cards. He is wearing a cap and appears to be focused on the game. There are also other people in the video who are also playing cards.,6.3515625,Yes,"The video is a tutorial-style video featuring a man demonstrating a game or activity. The man is wearing a black hoodie and is shown in a close-up shot on the left side of the screen. He appears to be speaking and gesturing towards a set of cards placed on a wooden surface in front of him. The cards have various images on them, including a clock, a cake, a star, and a box.  On the right side of the screen, there is a smaller inset image showing a book cover with the title ""Was ist das?"" which translates to ""What is it?"" in English. The book cover features a colorful design with the title text and a picture of a cake.  The background of the main image is blurred, but it seems to be an indoor setting with a wooden surface and a window or door in the background. The overall style of the video suggests it is meant to be instructional, possibly for educational purposes, given the context of the book cover and the nature of the activity being demonstrated."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/Vdo-XLwllew-00:02:28.912-00:02:29.447.mp4,The video clip shows a cartoon character holding a knife in one hand and a banana in the other. It appears to be a battle between the character and the banana.,6.34765625,No,"The video is a 3D animated short featuring two characters, a corn on the cob and a chicken drumstick, engaged in a sword fight. The corn on the cob is dressed in green and is wielding a sword with a red blade, while the chicken drumstick is dressed in orange and is wielding a sword with a blue blade. The background is a starry night sky. The characters are depicted with exaggerated facial expressions and are shown in various action poses. The corn on the cob appears to be the victor in the fight, as the chicken drumstick is shown lying on the ground with a sword sticking out of it. The overall tone of the video is humorous and cartoonish."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/Tpnx1tgQReo-00:00:13.920-00:00:20.280.mp4,The video clip shows a cartoon character holding a microphone and speaking into it. It appears to be an animated video clip.,6.34765625,No,"The video is a 3D animation featuring a male character with spiky blonde hair and a microphone. He is wearing a black shirt and appears to be speaking or singing into the microphone. The background is a simple, light blue color with a faint outline of a cityscape. There are no visible texts or other objects in the image. The character's expression is neutral, and he is looking directly at the viewer. The animation is smooth and fluid, with no noticeable jerks or pauses. The character's movements are minimal, suggesting a calm and composed demeanor. The overall style of the animation is cartoonish and simplistic, with a focus on the character and his actions."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/l6k8dwlWxhc-00:01:40.760-00:01:49.120.mp4,The video clip shows a man wearing a red shirt and holding a soccer ball. He is standing on a soccer field and seems to be playing with the ball. It appears to be a fun and casual game.,6.328125,Yes,"The video is a tutorial on how to perform a specific soccer move. It features a man in the center of the frame, who is wearing a red soccer jersey with white stripes on the sides. He is holding a soccer ball in his hands and appears to be demonstrating the move. The background is blurred, but it looks like a soccer field with trees in the distance. The man is gesturing with his hands and feet, likely explaining the steps of the move. There is no text visible in the video. The man's position and the soccer ball suggest that he is the main subject of the video. The trees in the background indicate that the video was likely taken outdoors. The man's red jersey stands out against the green of the field and the trees. The blurred background focuses the viewer's attention on the man and his actions. The video does not show any other people or objects in detail. The man's actions and the soccer ball are the main focus of the video. The video does not contain any sound. The man's gestures and the soccer ball are the main elements in the video. The video does not contain any text or other objects. The man's red jersey is the only color visible in the video. The video does not contain any other colors. The man's actions and the soccer ball are the main focus of the video. The video does not contain any sound. The man's gestures and the soccer ball are the main elements in the video. The video does not contain any text or other objects. The man's red jersey is the only color visible in the video. The video does not contain any other colors. The man's actions and the soccer ball are the main focus of the video. The video does not contain any sound. The man's gestures and the soccer ball are the main elements in the video. The video does not contain any text or other objects. The man's red jersey is the only color visible in the video. The video does not contain any other colors. The man's actions and the soccer ball are the main focus of the video. The video does not contain any sound. The man's gestures and the soccer ball are the main elements in the video. The video does not contain any"
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/bordtsmab0g-00:00:51.400-00:00:55.320.mp4,The video clip shows a woman wearing a striped shirt and laughing while sitting on a couch. She appears to be enjoying herself and having a good time.,6.3203125,No,"The video is a still image featuring a woman with dark skin and curly hair. She is smiling and appears to be in a cheerful mood. She is wearing a colorful striped shirt with a collar and a patterned scarf around her neck. The background is a blurred pink and purple color, with what looks like a floral pattern. There are no visible texts or logos in the image. The style of the image suggests it could be a thumbnail for a video, possibly from a streaming platform or a video-sharing website. The woman's expression and the overall color scheme give the image a vibrant and lively feel."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/JNtPVcG67jY-00:07:17.170-00:07:19.339.mp4,The video clip shows a group of people dressed in traditional Korean clothing performing a traditional Korean dance. The dancers are dressed in colorful costumes and are holding musical instruments. The dance appears to be quite energetic and lively.,6.3203125,Yes,"The video is a still image with a black background. It features two men dressed in traditional Korean clothing, known as hanbok. The man on the left is wearing a blue hat with a gold emblem and a blue and white hanbok with a gold pattern. He has a serious expression on his face. The man on the right is wearing a white hat with a gold emblem and a white and blue hanbok with a gold pattern. He has a smirk on his face. Between them, there is a red and white striped banner with Korean text on it. The text on the banner reads ""추천 콘텐츠"" which translates to ""Recommended Content"" in English. The style of the image suggests it may be a thumbnail for a video or a promotional image for a show or event."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/qIsgdOVGA04-00:01:08.035-00:01:11.138.mp4,The video clip shows a man wearing a yellow shirt who is standing in front of a group of people. He seems to be making a funny face and gesturing with his hands. It appears to be an entertaining and lighthearted moment captured in the video.,6.3125,No,"The video is a short, candid clip featuring a man in a yellow t-shirt with the word ""HELLO"" printed on it. He is seated in what appears to be a casual setting, possibly a cafe or a similar indoor space. The man has short, dark hair and is looking directly at the camera with a slight smile. He seems to be engaged in a conversation or an event, as suggested by the presence of other people in the background who are also seated and facing the camera. The background is blurred, but it appears to be a room with a large window that allows natural light to enter. There are no visible texts or logos in the image that provide additional context or information about the event or location. The style of the video is informal and appears to be a snapshot of a moment rather than a planned or scripted video."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/whfQf3Pd5bU-00:00:22.523-00:01:34.394.mp4,The video clip shows a man sitting on a bench and wearing a yellow jacket. He is holding a pair of shoes and appears to be waiting for something or someone.,6.3125,No,"The video is a scene from a television show or movie. It features a man sitting on a wooden bench with a worn, peeling paint finish. The man appears to be middle-aged, with graying hair and a mustache. He is wearing a yellow sweater over a gray shirt and has his legs crossed. He is looking directly at the camera with a serious expression. The background is a blurred image of a staircase with wooden steps and a railing. There are no visible texts or logos in the image. The style of the video is realistic, with a focus on the character and his expression. The lighting is natural, suggesting an outdoor setting. The overall tone of the scene is dramatic."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/1GBdXNTAw60-00:01:23.100-00:01:23.600.mp4,"The video clip shows a greenhouse filled with various types of plants and flowers. The plants are arranged in pots, and some of them are being watered. The greenhouse is well-lit, and the plants seem to be thriving in the environment.",6.30078125,No,"The video captures a vibrant scene from a greenhouse, filled with a variety of plants. The plants are housed in pots of different sizes and colors, creating a colorful mosaic of green and red hues. The pots are arranged in neat rows, with some placed on the floor and others on shelves, indicating a well-organized space.  The plants themselves are a mix of leafy greens and flowering plants, their leaves a lush green and their flowers a bright red. The leafy greens are predominantly located in the foreground, while the flowering plants are scattered throughout the space, adding a touch of color to the scene.  The greenhouse itself is well-lit, with natural light streaming in from the windows, illuminating the plants and casting soft shadows. The windows are located in the background, providing a glimpse of the world outside the greenhouse.  Despite the variety of plants, there is a sense of harmony in the scene, with each plant contributing to the overall beauty of the space. The video does not contain any text or human activity, allowing the viewer to fully immerse themselves in the natural beauty of the greenhouse. The relative positions of the objects, the colors, and the lighting all work together to create a serene and peaceful atmosphere."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/j2SyxjDdENA-00:01:36.897-00:01:38.131.mp4,The video clip shows a group of young girls sitting at a table and playing with toys. They seem to be having a lot of fun and enjoying their time together.,6.296875,Yes,"The video is a vlog-style presentation featuring a young girl and another child, likely a toddler, sitting at a table with various toys. The girl is holding a toy package with the text ""COOL GOO LADYBUG"" in English and Japanese characters. She is wearing a white lab coat and appears to be speaking, possibly in a language that uses the Devanagari script, which is commonly used in India. The toy package shows an illustration of a ladybug and a grasshopper.  In the background, there is another child wearing a similar lab coat, and they are holding a toy that resembles a grasshopper. The child is also speaking, but it is not clear what they are saying. The setting appears to be a room with a blurred background that suggests an indoor environment.  The video has a playful and educational tone, likely aimed at children, and it seems to be a review or demonstration of the toys. The overall style of the video is casual and informal, with a focus on the children and the toys they are holding."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/gXuReRTOFv8-00:06:30.300-00:06:31.200.mp4,"The video clip shows a screenshot of a mobile game. The game appears to be a role-playing game (RPG) with various characters and animations. There are also different types of cards in the game, which can be used to enhance the player's abilities.",6.29296875,No,"The video is a screenshot from a video game interface, featuring a character with a bow in their hair and a red ribbon. The character is looking to the side with a calm expression. In the background, there are various icons and text, including a ""NEW"" label and a ""NEWS"" label, suggesting recent updates or announcements within the game. The text is in Japanese, and the overall style of the image is colorful and cartoonish, typical of a video game's user interface."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/HYzuC1Vi8u0-00:11:09.067-00:11:23.567.mp4,The video clip shows a screenshot of a game that is being played on a computer screen. It appears to be a video game with a map that is displayed on the screen.,6.29296875,No,"The video appears to be a screenshot from a video game, specifically a strategy game given the layout and interface elements visible. The game's user interface is displayed in the foreground, showing various icons and numbers that likely represent in-game currency, resources, or points. The background of the image shows a map with different colored regions, which could represent territories or areas of interest within the game. There are also icons and numbers overlaying the map, possibly indicating the status or progress of the game's objectives or missions. The overall style of the image is digital and colorful, typical of modern video games. There is no text present in the image that provides additional context or information about the game or its content."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/QQbb-Hi2dN4-00:05:28.300-00:05:30.933.mp4,The video clip shows a group of people riding horses on a dirt road. It appears to be a scene from a video game.,6.29296875,No,"The video is a screenshot from a video game, showing a first-person perspective of a character running through an outdoor environment. The character is wearing a blue shirt with a white design on the back and blue pants. The environment appears to be a rural or semi-rural area with a mix of natural and man-made structures. There are trees, grass, and a fence visible in the background. The sky is overcast, suggesting either dawn or dusk.  In the foreground, there are several zombie-like creatures chasing the character. These creatures are humanoid and appear to be aggressive, with open mouths and arms outstretched as if in pursuit. The character is running away from these creatures, with their back to the camera, and their legs are in motion.  At the top of the screen, there is a user interface element that displays the character's health bar, which is partially depleted, indicating the character is injured or under stress. The user interface also shows a minimap in the top right corner, which is typical for many video games to provide players with a sense of their surroundings and objectives.  There are no visible texts or logos that provide additional context or information about the game or the platform it is being played on. The style of the image is realistic with a focus on the game's graphics and the player's interaction with the environment and enemies."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/A_MjCqQoLLA-00:04:03.120-00:04:06.360.mp4,The video clip shows a man singing into a microphone while playing the drums. He is wearing a shirt and appears to be passionate about his performance.,6.2890625,Yes,"The video is a vintage performance of a band, featuring a male singer and a drummer. The singer is in the foreground, wearing a brown shirt with a white collar and a patterned scarf around his neck. He has long, dark hair and is singing into a microphone. The drummer is in the background, wearing a dark shirt and playing a drum set. The setting appears to be a stage with dim lighting, and the band members are the main focus of the image. There are no visible texts or logos in the video. The style of the video suggests it is from a live concert or music performance, likely from the 1970s or 1980s, judging by the fashion and the quality of the footage."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/RL42Yl4LS6c-00:14:39.812-00:14:46.152.mp4,The video clip shows a group of people swimming in a pool. They are all wearing swimsuits and appear to be having a good time.,6.2890625,Yes,"The video is a vibrant and lively scene set in a backyard pool area. There are three men in the frame, each with their own unique style and personality. The man on the left is wearing a black tank top and sunglasses, giving off a cool and relaxed vibe. The man in the middle is dressed in a blue tank top and a baseball cap, adding a sporty touch to his look. The man on the right is wearing a red tank top, which stands out against the greenery of the backyard.  They are all seated on a white bench that is positioned in front of a pool. The pool is filled with clear water, reflecting the bright sunlight and adding to the overall cheerful atmosphere of the scene.  The background of the image is filled with lush green trees and bushes, providing a natural and serene backdrop to the pool area. The trees are in full bloom, suggesting that the season is summer.  The video is titled ""COOL NOT COOL"", which is written in bold white letters on a red background. This title suggests that the video might be discussing topics related to fashion, style, or popular culture.  Overall, the video captures a fun and relaxed moment among friends in a beautiful outdoor setting. The colors, objects, and actions in the video all contribute to creating a sense of enjoyment and leisure."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/48OEIdT62rw-00:00:11.745-00:00:14.681.mp4,The video clip shows a woman wearing a hat and kneeling in the dirt. She is planting vegetables in a field. The field is surrounded by trees and mountains in the background.,6.28125,No,"The video is a close-up shot of a person tending to a garden. The individual is wearing a white hat and a white shirt, and they are kneeling down to work on the soil. The garden appears to be in a rural or suburban setting, with trees and greenery visible in the background. The person is using their hands to work the soil, and there are plants visible in the foreground. The focus of the video is on the person's hands and the garden, with the background being out of focus. There is no text visible in the video. The person's actions suggest that they are engaged in gardening or landscaping work. The overall scene is peaceful and natural, with the person and the garden being the main subjects of the video."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/nCjmXHsRJNY-00:02:49.378-00:02:50.045.mp4,The video clip shows a woman wearing a white suit and a bow tie playing the violin while standing on a stage. She is accompanied by a group of musicians who are also playing their instruments. The overall atmosphere of the performance is lively and energetic.,6.28125,Yes,"The video is a vibrant and lively performance by a young woman. She is the main subject of the video, positioned centrally and occupying most of the frame. She is dressed in a white and black tuxedo, complete with a bow tie, giving her a formal and elegant appearance. Her long brown hair cascades down her shoulders, adding a touch of glamour to her look.  She is actively engaged in the performance, holding a microphone in her hand and singing along to the music. Her facial expressions and body language suggest that she is enjoying herself and fully immersed in the performance.  The background of the video is a blurred cityscape, providing a contrasting backdrop to the woman's formal attire. The cityscape is indistinct, ensuring that the focus remains on the woman and her performance.  The video is filled with energy and movement, with the woman dancing and singing with enthusiasm. The music is upbeat and catchy, adding to the overall excitement of the performance.  Overall, the video captures a moment of joy and celebration, with the woman's performance as the focal point. The combination of her formal attire, the cityscape in the background, and the upbeat music creates a dynamic and engaging visual experience."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/eE2-zYEldGc-00:01:16.760-00:01:22.440.mp4,The video clip shows a man wearing a hoodie sitting in front of a stack of televisions. He appears to be playing a video game on one of the screens.,6.2734375,No,"The video is a short, candid interview with a young man sitting in front of a black television set. The television is displaying static, and the man appears to be in a casual setting with a dark background. He is wearing a black hoodie with the word ""YARDSALE"" printed in white letters on the front. The man has short, dark hair and is looking directly at the camera with a neutral expression. He is not speaking, and there are no visible texts or logos in the image. The style of the video is informal, with a focus on the man and the television set."
/mnt/pfs-gv8sxa/tts/dhg/jinqiao/mhi/Datasets/videos/XFx45bXHFck-00:00:11.778-00:00:13.347.mp4,The video clip shows a young boy wearing a pink hat and a pair of headphones. He is also wearing a jacket and is standing on a sidewalk.,6.26953125,No,"The video is a first-person perspective, likely taken from a smartphone, showing a person wearing a pink hat with cat ears and a black jacket. The individual appears to be outdoors, possibly in a park or public area, as there is a blurred background that suggests a street or pathway. The person is speaking, but the audio is not clear enough to discern the words being said. There are no visible texts or distinctive marks that provide additional context or information about the location or the person's identity. The style of the video is casual and seems to be a personal recording, possibly for sharing on social media or with friends."
