path,caption,aes_score,multi_human_interaction
001/-00uiSJtZCg-0:00:42.584-0:00:52.010.mp4,"The video captures a moment of tranquility on a deserted road, where a white Porsche 911 GT2 RS sports car is parked. The car, with its black stripe running down the side, is facing towards the right side of the frame. The license plate of the car reads ""GT2 RS"", indicating its model. The car's design is sleek and aerodynamic, with a large rear wing that adds to its sporty appeal. The car's wheels are black and gold, adding a touch of luxury to its overall look. The background of the image is a clear blue sky, with a few clouds scattered here and there, and a mountain range in the distance. The car is parked on the side of the road, with no other vehicles in sight, giving it a sense of solitude. The image does not contain any text or other objects. The relative position of the car to the background suggests that it is parked on the side of the road, with the mountain range in the distance. The car is the main focus of the image, with the background serving as a serene backdrop. The image does not contain any action, but the stillness of the scene adds",4.979887008666992,No
001/-auIBfFGfFg-0:00:25.525-0:00:28.995.mp4,"The video captures a thrilling moment in a football match. The scene is set in a stadium filled with spectators, their faces a blur of anticipation and excitement. The pitch, a vibrant green, is marked with white lines that define the boundaries of the game.  In the midst of the action, a player in a red jersey is in full sprint, his body leaning forward in an attempt to reach the ball. His teammates, also in red, are scattered across the field, their eyes focused on the ball. The goalkeeper, clad in a contrasting green jersey, is in a defensive stance, ready to intercept the ball.  The ball itself is a small, fast-moving object, its trajectory a blur of motion. The players' movements are a blur of speed and agility, their bodies angled in various directions as they chase the ball.  The video is taken from the perspective of a spectator in the stands, providing a bird's eye view of the action. The camera angle allows for a clear view of the players and the ball, capturing the intensity and excitement of the match.  Despite",5.124619483947754,Yes
001/-YafqTg2E_Y-0:01:55.582-0:01:59.352.mp4,"The video captures a thrilling moment in a tennis match. The main focus is on a female tennis player, dressed in a vibrant red and white outfit, who is in the midst of a powerful serve. She is positioned on the right side of the frame, her body coiled with the energy of the imminent swing.  Opposite her, on the left side of the frame, is a female opponent, clad in a contrasting green and white outfit. She is poised and ready, her body language suggesting anticipation of the incoming serve.  The court they are playing on is a lush green, providing a stark contrast to the players' outfits. The background is a blur of spectators, their faces indistinct but their presence adding to the atmosphere of the match.  The video is taken from a high angle, looking down on the court. This perspective gives a comprehensive view of the action, allowing us to see not just the players and their immediate surroundings, but also the wider context of the match.  Despite the high-stakes action, there is a sense of calm and focus. The players are in the zone, their",4.715188026428223,Yes
001/-ONPY9LXZNw-0:09:21.494-0:09:26.032.mp4,"The video shows a person's hand holding a pair of earrings in front of a mirror. The earrings are from the brand SugarFix by BaubleBar and are called ""SugarFix x BaubleBar SugarFix Earrings."" The earrings are displayed on a metal stand with a clear plastic cover. The person is wearing a gray sweater and is holding the earrings with their right hand. The background is blurred but appears to be a store setting with other items on display. The lighting in the store is bright, and the focus is on the earrings and the person's hand holding them. There are no texts visible in the image.",3.871664762496948,No
001/-ZLIRtgLOfk-0:09:16.505-0:09:19.709.mp4,"The video captures a scene inside a car wash tunnel. The tunnel is equipped with multiple spray nozzles and brushes, all of which are currently in use. The spray nozzles are located at various heights and angles, ensuring a thorough cleaning of the car. The brushes are positioned to reach all areas of the car, including the wheels and the underside. The car being washed is not visible in the video, but the sound of the water spraying and the movement of the brushes suggest that it is in the process of being cleaned. The lighting in the tunnel is bright, illuminating the equipment and creating a stark contrast with the dark interior of the tunnel. The video does not contain any text or additional objects. The relative positions of the objects suggest a well-organized and efficient cleaning process. The spray nozzles and brushes are strategically placed to cover all areas of the car, ensuring a thorough cleaning. The tunnel itself is designed to accommodate a variety of car sizes and types, making it a versatile and effective cleaning solution.",4.163420677185059,No
001/-BL0PZLOcI4-0:04:49.440-0:04:57.320.mp4,"The video captures an intense moment at a mountain biking event. The main focus is on a rider in a white and black helmet, who is skillfully maneuvering a black mountain bike. The rider is in the midst of a challenging course, marked by a red and white banner that reads ""TUBES"". The rider is wearing a black and white jersey, and the number 6 is prominently displayed.  The rider is in the process of jumping over a small hill, with the bike suspended in mid-air. The background is filled with lush green trees, adding a sense of tranquility to the otherwise adrenaline-filled scene.  In the distance, there are other riders visible, each at different stages of the course. The rider in the foreground is the only one in focus, with the others appearing blurred.  The video also includes text that provides additional information about the event. It mentions ""WORLD CUP HIGHLIGHTS"" and ""Rocky Mountain Bikes"", suggesting that this is a professional event. The text also indicates that the rider is ""2",4.81002950668335,No
001/-Y5WAmNAjhQ-0:00:54.040-0:00:56.120.mp4,"The video captures a bustling scene in a European city, likely Prague, given the distinctive architecture and cobblestone streets. The perspective is from a low angle, following a person walking away from the camera. The person is dressed in a brown jacket and blue jeans, and their back is turned to the camera, revealing a black backpack.  The street is lined with buildings that exhibit a blend of architectural styles, including Baroque and Gothic elements. The cobblestones underfoot add a rustic charm to the scene. The sky overhead is overcast, casting a soft light over the scene.  In the background, there are several people walking on the street, adding to the lively atmosphere of the city. The video does not contain any text or additional objects that can be confidently described. The relative positions of the objects suggest a typical day in a busy city, with people going about their daily routines amidst the historic architecture.",4.372348785400391,Yes
001/-pnkseknPbo-0:13:35.898-0:13:40.319.mp4,"The video captures a lively scene in a clothing store. At the center of the frame is a woman with long dark hair, who is the main subject of the video. She is standing in front of a rack of clothes, her hands playfully placed on her cheeks as she laughs. Her joy is infectious, and it's clear that she's having a great time.  Behind her, a man is holding a camera, capturing the moment. He seems to be enjoying the woman's reaction as much as she is. The camera is pointed towards the woman, capturing her every expression and laugh.  The background of the video is filled with hangers and clothes, indicating that they are in a clothing store. The store appears to be well-stocked, with a variety of clothes on display. The colors and patterns of the clothes add a vibrant touch to the scene.  Overall, the video is a snapshot of a fun and lighthearted moment in a clothing store, with the woman's laughter and the man's camera capturing the essence of the scene.",4.818912506103516,Yes
001/-CA2BfaFOyg-0:13:36.106-0:13:46.534.mp4,"The video captures a bustling construction site in a tropical setting. The site is filled with workers, each engrossed in their tasks. The main focus is on two workers, one of whom is perched on a scaffolding, overseeing the progress of the construction. The other worker is seen carrying a large metal beam, a crucial component of the structure they are building.  The site is surrounded by lush green trees and a large pile of dirt, indicating the ongoing excavation work. The workers are dressed in casual attire, suitable for the outdoor work environment.  The video is taken from a high angle, providing a comprehensive view of the site and the workers. The perspective allows for a clear view of the construction process and the layout of the site. The colors in the video are vibrant, with the green of the trees contrasting against the earthy tones of the construction site.  Despite the absence of any text in the video, the actions of the workers and the progress of the construction speak volumes about the work being done. The video provides a glimpse into the daily life of these workers and the challenges they face in their line of",4.520774841308594,No
001/zwzgEnsQ6nk-0:01:04.760-0:01:08.080.mp4,"The video captures a bustling scene outside a building, possibly a newsroom, as suggested by the presence of a CNN logo. A group of people, dressed in a variety of attire, are seen walking in and out of the building. The individuals are engaged in various activities, some carrying handbags and backpacks, indicating they might be journalists or newsroom staff. The building itself is not clearly visible, but the CNN logo is prominently displayed, suggesting it might be a CNN newsroom. The video does not provide any additional context or information about the location or the activities of the people.",4.068149089813232,Yes
001/zwyClFlFl7s-0:03:31.144-0:03:39.919.mp4,"The video captures a close-up view of a white crab crawling on a gray concrete surface. The crab, with its two large claws and two smaller ones, is moving towards the right side of the frame. The background is blurred, drawing focus to the crab's movement. The lighting suggests it's daytime. The crab's position on the concrete surface and its direction of movement are the main actions in the video. There are no texts or other objects in the video. The crab's movement is the only action described.",3.997460842132568,No
001/-kM5xLUewfk-0:03:02.400-0:03:06.440.mp4,"The video captures a lively scene at a roadside shop in India. The shop is a small hut with a corrugated metal roof, painted in a vibrant shade of blue. A red and white striped awning extends from the shop, providing shade for the customers. A sign on the awning reads ""BASKET BALL"", indicating the type of goods sold at the shop.  In front of the shop, a woman is seen holding an umbrella, perhaps to shield herself from the sun. She is standing next to a man who is holding a basket, possibly filled with goods from the shop. The shopkeeper, a woman, is seen behind the counter, engaging in a transaction with the man.  The shop is located on a busy street, with other shops and buildings visible in the background. The scene is bustling with activity, capturing the essence of everyday life in India. The colors, objects, and actions in the video all contribute to painting a vivid picture of this lively street scene.",4.539202690124512,Yes
001/-i7OXmldYic-0:00:05.200-0:00:09.333.mp4,"The video captures a close-up view of a black and white cow in a field. The cow, with its distinctive black spots on a white body, is the main focus of the image. It is standing on a grassy field, which is lush and green, indicating a healthy and thriving environment. The cow's head is turned to the left, and it appears to be looking directly at the camera, giving a sense of connection between the viewer and the animal. The cow's ears are tagged, suggesting it is part of a managed herd. The background is blurred, drawing attention to the cow, but it gives the impression of a vast open field, further emphasizing the cow's isolation in the frame. The image does not contain any text or other objects. The relative position of the cow to the field suggests it is standing in the middle of the field. The image does not provide any information about the cow's actions, as it is a still image. The image does not contain any other objects or animals, and there is no indication of any movement or action. The image is a realistic representation of a cow in a field, with no signs of imaginary content.",4.528254508972168,No
001/-niHgzt80Hs-0:03:38.785-0:03:44.991.mp4,"The video captures a dynamic moment on a football field. The main focus is on a player in the foreground, donned in a white jersey with the number 17 and red pants. He is in the midst of a powerful run, his body leaning forward with intensity. His helmet, matching his jersey, adds to the intensity of the scene.  In the background, other players can be seen, their attention riveted on the player in the foreground. They are dressed in similar uniforms, their helmets gleaming under the stadium lights. The field itself is a vibrant green, contrasting with the players' uniforms.  The perspective of the video is from the side of the field, providing a clear view of the player's movement and the anticipation of the onlookers. The image is slightly blurred, adding a sense of motion to the scene. Despite this, the details of the players and their actions are still discernible.  There is no text visible in the video, and the relative positions of the objects suggest a typical football game scenario. The player in the foreground is in the spotlight, while the others in the background are",4.662476539611816,Yes
001/-Yapt4mQp24-0:06:06.520-0:06:11.640.mp4,"The video captures a lively scene at a street market in Thailand. The main focus is a large, brown dog with a black nose, comfortably lying on a brick ledge. The dog appears relaxed and content, its head resting on the ledge as it gazes into the distance.  In the background, the hustle and bustle of the market is evident. People are seen walking around, some carrying handbags and backpacks, suggesting they might be shoppers or vendors. The market is set against a backdrop of colorful buildings, adding to the vibrant atmosphere of the scene.  The video is taken from a low angle, which gives a unique perspective of the dog and the market. The brick ledge on which the dog is lying is in the foreground, while the people and buildings are in the background. This composition creates a sense of depth and perspective in the image.  Overall, the video provides a glimpse into the daily life of a street market in Thailand, with the brown dog as an unexpected but charming subject.",4.7430853843688965,No
001/-6BmQnVDyZ8-0:01:37.597-0:01:53.613.mp4,"The video is a news segment featuring a man standing in front of a television screen displaying the logo of ABC News. The man is dressed in a suit and tie, and he appears to be a news anchor or reporter. He is holding a piece of paper and reading from it. The television screen behind him shows the logos of ABC News and ""ABC News Productions"" along with the names ""Sheila Dixon"" and ""Brian Kuebler."" The text on the screen also mentions ""another run at mayor"" and ""Richard Sher."" The overall setting suggests a newsroom or studio environment. The style of the video is typical of a news broadcast, with a focus on the man presenting the news and the television screen providing additional context and information.",5.1957526206970215,No
001/-g7PHcK4mcA-0:03:24.837-0:03:40.787.mp4,"The video captures a moment of a person flying a drone in a field. The person is wearing a black jacket with the word ""OUTDOORS"" written on the back. They are holding a white drone controller in their hands, which is connected to a white drone. The drone is equipped with a camera, capturing the aerial view of the field.  The field itself is a vast expanse of green, dotted with trees and bushes. The person is standing in the center of the field, providing a clear view of the surroundings. The sky above is a clear blue, with a few clouds scattered across it.  In the distance, there's a building with a red roof, adding a pop of color to the otherwise green landscape. The person appears to be focused on the drone, controlling its movements as it soars through the air. The image on the screen of the controller shows the drone's current position and altitude, providing a sense of depth and distance.  Overall, the video provides a glimpse into the world of drone flying, capturing the excitement and freedom of exploring the world from above.",4.231705188751221,No
001/-3W55F99hDs-0:08:28.933-0:08:32.933.mp4,"The video is a montage of various scenes with a focus on a crowd of people. The scenes are overlaid with text that reads ""Even Muslims who were born Muslims. HOW DO WE DO THAT?"" The text is in white and black font, and the background of the scenes is blurred, making it difficult to discern specific details. The style of the video appears to be a collage or a compilation, possibly for a video blog or a social media post. The text suggests a discussion or question about a certain topic, possibly related to religious or cultural practices. The overall tone of the video is serious and contemplative.",4.734936714172363,Unknown
001/zvGo2XXM3_o-0:33:56.720-0:34:04.600.mp4,"The video is a vibrant and colorful animated short featuring a school bus and a school building. The bus, painted in a cheerful shade of yellow, is driving down a street lined with lush green trees and buildings. The bus is adorned with a blue roof and a red stripe running along its side, adding to its lively appearance.  Inside the bus, there are two children, a boy and a girl, who are seated and appear to be enjoying the ride. The bus is not just a mode of transportation but also a character in the story, as it is anthropomorphized with a face and arms, giving it a friendly and welcoming demeanor.  The school building, painted in a striking shade of red, stands out against the backdrop of the cityscape. It has a large sign that reads ""SCHOOL"" in bold white letters, indicating its purpose. The building is surrounded by green trees and a playground, suggesting a safe and nurturing environment for learning.  The animation is done in a style that is both playful and educational, with bright colors and simple shapes that are easy to understand. The characters are depicted in",4.943535804748535,No
001/znjlJXTxvQU-0:01:53.208-0:02:21.208.mp4,"The video is a close-up shot of a person's hands holding a pair of black headphones with a microphone attached. The person is wearing a white shirt and is holding a piece of paper with text on it. The text on the paper reads ""www.cloud.co.uk"". The background is blurred, but it appears to be an indoor setting with a white surface. The focus of the video is on the headphones and the paper, with the person's face and identity remaining unseen. The lighting in the video is bright, and the overall style of the video is straightforward and informative, likely intended for a product review or demonstration.",4.217469215393066,No
